Sample	Total Reads	Off-target Reads	Primer Only Reads	Primer Probe Reads	Off-target Proportion	Primer Only Proportion	Primer Probe Proportion
02_input_files/coarWASm-2983-21_S258_L001_R1_001	16933	2255	4597	10081	0.13	0.27	0.60
02_input_files/coarWASm-2984-21_S259_L001_R1_001	20723	2755	5743	12225	0.13	0.28	0.59
02_input_files/coarWASm-2985-21_S260_L001_R1_001	19050	1665	3143	14242	0.09	0.16	0.75
02_input_files/coarWASm-2986-21_S261_L001_R1_001	11186	1527	3060	6599	0.14	0.27	0.59
02_input_files/coarWASm-2987-21_S262_L001_R1_001	13397	2145	4270	6982	0.16	0.32	0.52
02_input_files/coarWASm-2988-21_S263_L001_R1_001	15422	1616	2907	10899	0.10	0.19	0.71
02_input_files/coarWASm-2989-21_S264_L001_R1_001	21722	2759	5981	12982	0.13	0.28	0.60
02_input_files/coarWASm-2990-21_S265_L001_R1_001	45089	4844	12994	27251	0.11	0.29	0.60
02_input_files/coarWASm-2991-21_S266_L001_R1_001	20194	2424	5365	12405	0.12	0.27	0.61
02_input_files/coarWASm-2992-21_S267_L001_R1_001	19802	2687	5711	11404	0.14	0.29	0.58
02_input_files/coarWASm-2993-21_S268_L001_R1_001	23760	3666	7460	12634	0.15	0.31	0.53
02_input_files/coarWASm-2994-21_S269_L001_R1_001	22640	3036	6508	13096	0.13	0.29	0.58
02_input_files/coarWASm-2995-21_S270_L001_R1_001	22360	3199	6834	12327	0.14	0.31	0.55
02_input_files/coarWASm-2996-21_S271_L001_R1_001	16923	2193	4857	9873	0.13	0.29	0.58
02_input_files/coarWASm-2997-21_S272_L001_R1_001	24263	3882	7901	12480	0.16	0.33	0.51
02_input_files/coarWASm-2998-21_S273_L001_R1_001	17636	2054	4246	11336	0.12	0.24	0.64
02_input_files/coarWASm-2999-21_S274_L001_R1_001	16191	1636	3336	11219	0.10	0.21	0.69
02_input_files/coarWASm-3000-21_S275_L001_R1_001	17562	1995	4062	11505	0.11	0.23	0.66
02_input_files/coarWASm-3012-21_S452_L001_R1_001	11518	3085	8050	383	0.27	0.70	0.03
02_input_files/coarWASm-3013-21_S453_L001_R1_001	9759	2522	6840	397	0.26	0.70	0.04
02_input_files/coarWASm-3276-21_S276_L001_R1_001	31777	3135	8315	20327	0.10	0.26	0.64
02_input_files/coarWASm-3277-21_S277_L001_R1_001	86181	10310	32314	43557	0.12	0.37	0.51
02_input_files/coarWASm-3278-21_S278_L001_R1_001	26195	3013	6680	16502	0.12	0.26	0.63
02_input_files/coarWASm-3279-21_S279_L001_R1_001	27123	3725	8355	15043	0.14	0.31	0.55
02_input_files/coarWASm-3280-21_S280_L001_R1_001	31627	2798	6670	22159	0.09	0.21	0.70
02_input_files/coarWASm-3281-21_S281_L001_R1_001	26390	3811	8102	14477	0.14	0.31	0.55
02_input_files/coarWASm-3282-21_S282_L001_R1_001	25296	2918	6364	16014	0.12	0.25	0.63
02_input_files/coarWASm-3283-21_S283_L001_R1_001	27674	3209	7187	17278	0.12	0.26	0.62
02_input_files/coarWASm-3284-21_S284_L001_R1_001	27353	3502	7701	16150	0.13	0.28	0.59
02_input_files/coarWASm-3285-21_S285_L001_R1_001	30656	4051	9031	17574	0.13	0.29	0.57
02_input_files/coarWASm-3286-21_S286_L001_R1_001	22040	2436	5197	14407	0.11	0.24	0.65
02_input_files/coarWASm-3287-21_S287_L001_R1_001	28545	3719	7953	16873	0.13	0.28	0.59
02_input_files/coarWASm-3288-21_S288_L001_R1_001	51843	5074	13099	33670	0.10	0.25	0.65
02_input_files/coarWASm-3289-21_S30_L001_R1_001	17396	1887	4658	10851	0.11	0.27	0.62
02_input_files/coarWASm-3290-21_S31_L001_R1_001	16633	1909	4461	10263	0.11	0.27	0.62
02_input_files/coarWASm-3291-21_S32_L001_R1_001	17296	1898	4653	10745	0.11	0.27	0.62
02_input_files/coarWASm-3292-21_S33_L001_R1_001	18953	2077	5146	11730	0.11	0.27	0.62
02_input_files/coarWASm-3293-21_S34_L001_R1_001	17579	2027	4714	10838	0.12	0.27	0.62
02_input_files/coarWASm-3294-21_S35_L001_R1_001	16096	1783	4252	10061	0.11	0.26	0.63
02_input_files/coarWASm-3295-21_S36_L001_R1_001	20842	1973	5643	13226	0.09	0.27	0.63
02_input_files/coarWASm-3296-21_S37_L001_R1_001	41315	3818	12807	24690	0.09	0.31	0.60
02_input_files/coarWASm-3297-21_S38_L001_R1_001	19613	1887	4774	12952	0.10	0.24	0.66
02_input_files/coarWASm-3298-21_S39_L001_R1_001	18800	1920	4814	12066	0.10	0.26	0.64
02_input_files/coarWASm-3299-21_S40_L001_R1_001	20808	2489	5876	12443	0.12	0.28	0.60
02_input_files/coarWASm-3300-21_S41_L001_R1_001	20521	2564	6458	11499	0.12	0.31	0.56
02_input_files/coarWASm-3301-21_S42_L001_R1_001	10935	1186	2960	6789	0.11	0.27	0.62
02_input_files/coarWASm-3302-21_S43_L001_R1_001	20010	2219	5422	12369	0.11	0.27	0.62
02_input_files/coarWASm-3303-21_S44_L001_R1_001	15040	1855	4196	8989	0.12	0.28	0.60
02_input_files/coarWASm-3304-21_S45_L001_R1_001	15453	1620	4039	9794	0.10	0.26	0.63
02_input_files/coarWASm-3305-21_S46_L001_R1_001	19044	2239	6279	10526	0.12	0.33	0.55
02_input_files/coarWASm-3306-21_S47_L001_R1_001	16103	1758	4086	10259	0.11	0.25	0.64
02_input_files/coarWASm-3307-21_S48_L001_R1_001	25001	2417	6972	15612	0.10	0.28	0.62
02_input_files/coarWASm-3308-21_S49_L001_R1_001	38565	3785	12270	22510	0.10	0.32	0.58
02_input_files/coarWASm-3309-21_S50_L001_R1_001	15848	1786	4389	9673	0.11	0.28	0.61
02_input_files/coarWASm-3310-21_S51_L001_R1_001	19021	1845	4537	12639	0.10	0.24	0.66
02_input_files/coarWASm-3311-21_S52_L001_R1_001	16497	1961	4680	9856	0.12	0.28	0.60
02_input_files/coarWASm-3312-21_S53_L001_R1_001	14586	1483	3669	9434	0.10	0.25	0.65
02_input_files/coarWASm-3313-21_S54_L001_R1_001	16792	1863	4433	10496	0.11	0.26	0.63
02_input_files/coarWASm-3314-21_S55_L001_R1_001	14442	1616	3755	9071	0.11	0.26	0.63
02_input_files/coarWASm-3315-21_S56_L001_R1_001	13498	1501	3721	8276	0.11	0.28	0.61
02_input_files/coarWASm-3316-21_S57_L001_R1_001	16838	1781	4403	10654	0.11	0.26	0.63
02_input_files/coarWASm-3317-21_S58_L001_R1_001	18009	1788	4487	11734	0.10	0.25	0.65
02_input_files/coarWASm-3318-21_S59_L001_R1_001	17565	1721	4164	11680	0.10	0.24	0.66
02_input_files/coarWASm-3319-21_S60_L001_R1_001	24330	2254	6439	15637	0.09	0.26	0.64
02_input_files/coarWASm-3320-21_S61_L001_R1_001	46889	4308	14875	27706	0.09	0.32	0.59
02_input_files/coarWASm-3321-21_S62_L001_R1_001	21226	2044	5447	13735	0.10	0.26	0.65
02_input_files/coarWASm-3322-21_S63_L001_R1_001	17897	1899	4946	11052	0.11	0.28	0.62
02_input_files/coarWASm-3323-21_S64_L001_R1_001	19924	2187	5718	12019	0.11	0.29	0.60
02_input_files/coarWASm-3324-21_S65_L001_R1_001	17941	2086	5078	10777	0.12	0.28	0.60
02_input_files/coarWASm-3325-21_S66_L001_R1_001	18516	1548	4052	12916	0.08	0.22	0.70
02_input_files/coarWASm-3326-21_S67_L001_R1_001	20118	1880	4866	13372	0.09	0.24	0.66
02_input_files/coarWASm-3327-21_S68_L001_R1_001	15417	1592	3841	9984	0.10	0.25	0.65
02_input_files/coarWASm-3328-21_S69_L001_R1_001	17819	1971	5514	10334	0.11	0.31	0.58
02_input_files/coarWASm-3329-21_S70_L001_R1_001	25799	3203	8276	14320	0.12	0.32	0.56
02_input_files/coarWASm-3330-21_S71_L001_R1_001	18895	1721	4305	12869	0.09	0.23	0.68
02_input_files/coarWASm-3331-21_S72_L001_R1_001	67797	22529	45264	4	0.33	0.67	0.00
02_input_files/coarWASm-3332-21_S73_L001_R1_001	52250	4918	17205	30127	0.09	0.33	0.58
02_input_files/coarWASm-3333-21_S74_L001_R1_001	17880	1772	4372	11736	0.10	0.24	0.66
02_input_files/coarWASm-3334-21_S75_L001_R1_001	17910	1609	4157	12144	0.09	0.23	0.68
02_input_files/coarWASm-3335-21_S76_L001_R1_001	18807	2214	5392	11201	0.12	0.29	0.60
02_input_files/coarWASm-3336-21_S77_L001_R1_001	17499	1529	3876	12094	0.09	0.22	0.69
02_input_files/coarWASm-3337-21_S78_L001_R1_001	23455	2184	5982	15289	0.09	0.26	0.65
02_input_files/coarWASm-3338-21_S79_L001_R1_001	18993	2178	5249	11566	0.11	0.28	0.61
02_input_files/coarWASm-3339-21_S80_L001_R1_001	17979	2006	5270	10703	0.11	0.29	0.60
02_input_files/coarWASm-3340-21_S81_L001_R1_001	18390	2123	5102	11165	0.12	0.28	0.61
02_input_files/coarWASm-3341-21_S82_L001_R1_001	20262	1626	4453	14183	0.08	0.22	0.70
02_input_files/coarWASm-3342-21_S83_L001_R1_001	19916	1491	3454	14971	0.07	0.17	0.75
02_input_files/coarWASm-3343-21_S84_L001_R1_001	34032	2950	9324	21758	0.09	0.27	0.64
02_input_files/coarWASm-3344-21_S85_L001_R1_001	82389	6495	27753	48141	0.08	0.34	0.58
02_input_files/coarWASm-3345-21_S86_L001_R1_001	24412	2009	5480	16923	0.08	0.22	0.69
02_input_files/coarWASm-3346-21_S87_L001_R1_001	22137	2343	6051	13743	0.11	0.27	0.62
02_input_files/coarWASm-3347-21_S88_L001_R1_001	22243	2243	5638	14362	0.10	0.25	0.65
02_input_files/coarWASm-3348-21_S89_L001_R1_001	21361	2143	5811	13407	0.10	0.27	0.63
02_input_files/coarWASm-3349-21_S90_L001_R1_001	20436	1973	5071	13392	0.10	0.25	0.66
02_input_files/coarWASm-3350-21_S91_L001_R1_001	23719	2171	5511	16037	0.09	0.23	0.68
02_input_files/coarWASm-3351-21_S92_L001_R1_001	59388	4046	14009	41333	0.07	0.24	0.70
02_input_files/coarWASm-3352-21_S93_L001_R1_001	61419	5498	18797	37124	0.09	0.31	0.60
02_input_files/coarWASm-3353-21_S94_L001_R1_001	25483	2241	5837	17405	0.09	0.23	0.68
02_input_files/coarWASm-3354-21_S95_L001_R1_001	24244	1995	5073	17176	0.08	0.21	0.71
02_input_files/coarWASm-3355-21_S96_L001_R1_001	56463	3992	14837	37634	0.07	0.26	0.67
02_input_files/coarWASm-3356-21_S98_L001_R1_001	70413	5804	24331	40278	0.08	0.35	0.57
02_input_files/coarWASm-3357-21_S99_L001_R1_001	61888	5607	19327	36954	0.09	0.31	0.60
02_input_files/coarWASm-3358-21_S100_L001_R1_001	94117	7586	31179	55352	0.08	0.33	0.59
02_input_files/coarWASm-3359-21_S101_L001_R1_001	55139	5065	16533	33541	0.09	0.30	0.61
02_input_files/coarWASm-3360-21_S102_L001_R1_001	56292	4714	15625	35953	0.08	0.28	0.64
02_input_files/coarWASm-3361-21_S103_L001_R1_001	38604	3563	10676	24365	0.09	0.28	0.63
02_input_files/coarWASm-3362-21_S104_L001_R1_001	61091	4199	13854	43038	0.07	0.23	0.70
02_input_files/coarWASm-3363-21_S105_L001_R1_001	57375	4775	16648	35952	0.08	0.29	0.63
02_input_files/coarWASm-3364-21_S106_L001_R1_001	52733	4260	16329	32144	0.08	0.31	0.61
02_input_files/coarWASm-3365-21_S107_L001_R1_001	77848	6748	24690	46410	0.09	0.32	0.60
02_input_files/coarWASm-3366-21_S108_L001_R1_001	143668	19050	69159	55459	0.13	0.48	0.39
02_input_files/coarWASm-3367-21_S109_L001_R1_001	42752	3583	11106	28063	0.08	0.26	0.66
02_input_files/coarWASm-3368-21_S110_L001_R1_001	25381	2531	6532	16318	0.10	0.26	0.64
02_input_files/coarWASm-3369-21_S111_L001_R1_001	32478	2817	7717	21944	0.09	0.24	0.68
02_input_files/coarWASm-3370-21_S112_L001_R1_001	27314	2867	7254	17193	0.10	0.27	0.63
02_input_files/coarWASm-3371-21_S113_L001_R1_001	26941	2576	6525	17840	0.10	0.24	0.66
02_input_files/coarWASm-3372-21_S114_L001_R1_001	25258	2514	6335	16409	0.10	0.25	0.65
02_input_files/coarWASm-3373-21_S115_L001_R1_001	23012	2012	5099	15901	0.09	0.22	0.69
02_input_files/coarWASm-3374-21_S116_L001_R1_001	20531	2129	5444	12958	0.10	0.27	0.63
02_input_files/coarWASm-3375-21_S117_L001_R1_001	21173	2370	5613	13190	0.11	0.27	0.62
02_input_files/coarWASm-3376-21_S118_L001_R1_001	17828	1828	4182	11818	0.10	0.23	0.66
02_input_files/coarWASm-3377-21_S119_L001_R1_001	22418	2073	4849	15496	0.09	0.22	0.69
02_input_files/coarWASm-3378-21_S120_L001_R1_001	37349	3177	9277	24895	0.09	0.25	0.67
02_input_files/coarWASm-3379-21_S121_L001_R1_001	29188	2824	8164	18200	0.10	0.28	0.62
02_input_files/coarWASm-3380-21_S122_L001_R1_001	23806	2180	5640	15986	0.09	0.24	0.67
02_input_files/coarWASm-3381-21_S123_L001_R1_001	26369	2378	6371	17620	0.09	0.24	0.67
02_input_files/coarWASm-3382-21_S124_L001_R1_001	26826	2902	7774	16150	0.11	0.29	0.60
02_input_files/coarWASm-3383-21_S125_L001_R1_001	24054	2791	6666	14597	0.12	0.28	0.61
02_input_files/coarWASm-3384-21_S126_L001_R1_001	17856	2034	5024	10798	0.11	0.28	0.60
02_input_files/coarWASm-3385-21_S127_L001_R1_001	19581	2488	5614	11479	0.13	0.29	0.59
02_input_files/coarWASm-3386-21_S128_L001_R1_001	17389	1977	4694	10718	0.11	0.27	0.62
02_input_files/coarWASm-3387-21_S129_L001_R1_001	17615	1995	4932	10688	0.11	0.28	0.61
02_input_files/coarWASm-3388-21_S130_L001_R1_001	18336	1809	4244	12283	0.10	0.23	0.67
02_input_files/coarWASm-3389-21_S131_L001_R1_001	17135	1910	4353	10872	0.11	0.25	0.63
02_input_files/coarWASm-3390-21_S132_L001_R1_001	27837	2219	6029	19589	0.08	0.22	0.70
02_input_files/coarWASm-3391-21_S133_L001_R1_001	34660	3207	9689	21764	0.09	0.28	0.63
02_input_files/coarWASm-3392-21_S134_L001_R1_001	18718	1770	4500	12448	0.09	0.24	0.67
02_input_files/coarWASm-3393-21_S135_L001_R1_001	25652	2733	6783	16136	0.11	0.26	0.63
02_input_files/coarWASm-3394-21_S136_L001_R1_001	27260	2970	7469	16821	0.11	0.27	0.62
02_input_files/coarWASm-3395-21_S137_L001_R1_001	16263	1731	4110	10422	0.11	0.25	0.64
02_input_files/coarWASm-3396-21_S138_L001_R1_001	22127	2717	6517	12893	0.12	0.29	0.58
02_input_files/coarWASm-3397-21_S139_L001_R1_001	18710	2333	5649	10728	0.12	0.30	0.57
02_input_files/coarWASm-3398-21_S140_L001_R1_001	17591	2015	4683	10893	0.11	0.27	0.62
02_input_files/coarWASm-3399-21_S141_L001_R1_001	20557	2242	5096	13219	0.11	0.25	0.64
02_input_files/coarWASm-3400-21_S142_L001_R1_001	68642	7209	22287	39146	0.11	0.32	0.57
02_input_files/coarWASm-3401-21_S143_L001_R1_001	16643	1753	4006	10884	0.11	0.24	0.65
02_input_files/coarWASm-3402-21_S144_L001_R1_001	29640	3024	8146	18470	0.10	0.27	0.62
02_input_files/coarWASm-3403-21_S145_L001_R1_001	36568	3289	10151	23128	0.09	0.28	0.63
02_input_files/coarWASm-3404-21_S146_L001_R1_001	27524	2284	5743	19497	0.08	0.21	0.71
02_input_files/coarWASm-3405-21_S147_L001_R1_001	24696	2988	7300	14408	0.12	0.30	0.58
02_input_files/coarWASm-3406-21_S148_L001_R1_001	20912	2373	5865	12674	0.11	0.28	0.61
02_input_files/coarWASm-3407-21_S149_L001_R1_001	24699	2615	6319	15765	0.11	0.26	0.64
02_input_files/coarWASm-3408-21_S150_L001_R1_001	23295	2215	5947	15133	0.10	0.26	0.65
02_input_files/coarWASm-3409-21_S151_L001_R1_001	19564	2265	5367	11932	0.12	0.27	0.61
02_input_files/coarWASm-3410-21_S152_L001_R1_001	20744	2368	5658	12718	0.11	0.27	0.61
02_input_files/coarWASm-3411-21_S153_L001_R1_001	27876	2707	7314	17855	0.10	0.26	0.64
02_input_files/coarWASm-3412-21_S154_L001_R1_001	16995	1887	4319	10789	0.11	0.25	0.63
02_input_files/coarWASm-3413-21_S155_L001_R1_001	16157	1731	3738	10688	0.11	0.23	0.66
02_input_files/coarWASm-3414-21_S156_L001_R1_001	22990	1925	5487	15578	0.08	0.24	0.68
02_input_files/coarWASm-3415-21_S157_L001_R1_001	39240	4010	12157	23073	0.10	0.31	0.59
02_input_files/coarWASm-3416-21_S158_L001_R1_001	25961	2623	6502	16836	0.10	0.25	0.65
02_input_files/coarWASm-3417-21_S159_L001_R1_001	23969	2337	5964	15668	0.10	0.25	0.65
02_input_files/coarWASm-3418-21_S160_L001_R1_001	26548	2825	7036	16687	0.11	0.27	0.63
02_input_files/coarWASm-3419-21_S161_L001_R1_001	24725	2600	6514	15611	0.11	0.26	0.63
02_input_files/coarWASm-3420-21_S162_L001_R1_001	22844	2323	5843	14678	0.10	0.26	0.64
02_input_files/coarWASm-3421-21_S163_L001_R1_001	27336	3083	8024	16229	0.11	0.29	0.59
02_input_files/coarWASm-3422-21_S164_L001_R1_001	20879	2477	5927	12475	0.12	0.28	0.60
02_input_files/coarWASm-3423-21_S165_L001_R1_001	23790	2398	6742	14650	0.10	0.28	0.62
02_input_files/coarWASm-3424-21_S166_L001_R1_001	18352	1936	4476	11940	0.11	0.24	0.65
02_input_files/coarWASm-3501-22_S454_L001_R1_001	20240	2089	6114	12037	0.10	0.30	0.59
02_input_files/coarWASm-3502-22_S455_L001_R1_001	17423	1951	5616	9856	0.11	0.32	0.57
02_input_files/coarWASm-3503-22_S456_L001_R1_001	31013	2679	9837	18497	0.09	0.32	0.60
02_input_files/coarWASm-3504-22_S457_L001_R1_001	30474	2498	8927	19049	0.08	0.29	0.63
02_input_files/coarWASm-3505-22_S458_L001_R1_001	23301	2483	7548	13270	0.11	0.32	0.57
02_input_files/coarWASm-3506-22_S459_L001_R1_001	26401	2966	7729	15706	0.11	0.29	0.59
02_input_files/coarWASm-3507-22_S460_L001_R1_001	22159	2817	7634	11708	0.13	0.34	0.53
02_input_files/coarWASm-3508-22_S461_L001_R1_001	20724	2474	6837	11413	0.12	0.33	0.55
02_input_files/coarWASm-3509-22_S462_L001_R1_001	23368	2688	7563	13117	0.12	0.32	0.56
02_input_files/coarWASm-3510-22_S463_L001_R1_001	18311	2233	6319	9759	0.12	0.35	0.53
02_input_files/coarWASm-3511-22_S464_L001_R1_001	22563	2515	7176	12872	0.11	0.32	0.57
02_input_files/coarWASm-3512-22_S465_L001_R1_001	22348	2731	7259	12358	0.12	0.32	0.55
02_input_files/coarWASm-3513-22_S466_L001_R1_001	22409	2301	6709	13399	0.10	0.30	0.60
02_input_files/coarWASm-3514-22_S467_L001_R1_001	21883	2356	6572	12955	0.11	0.30	0.59
02_input_files/coarWASm-3515-22_S468_L001_R1_001	34346	2898	10630	20818	0.08	0.31	0.61
02_input_files/coarWASm-3516-22_S469_L001_R1_001	191658	22845	110667	58146	0.12	0.58	0.30
02_input_files/coarWASm-3517-22_S470_L001_R1_001	26403	2333	7561	16509	0.09	0.29	0.63
02_input_files/coarWASm-3518-22_S471_L001_R1_001	68566	5849	23398	39319	0.09	0.34	0.57
02_input_files/coarWASm-3519-22_S472_L001_R1_001	28555	2554	7350	18651	0.09	0.26	0.65
02_input_files/coarWASm-3520-22_S473_L001_R1_001	22664	2385	6386	13893	0.11	0.28	0.61
02_input_files/coarWASm-3521-22_S474_L001_R1_001	20582	1892	5499	13191	0.09	0.27	0.64
02_input_files/coarWASm-3522-22_S475_L001_R1_001	62955	5935	21148	35872	0.09	0.34	0.57
02_input_files/coarWASm-3523-22_S476_L001_R1_001	21640	1629	4771	15240	0.08	0.22	0.70
02_input_files/coarWASm-3524-22_S477_L001_R1_001	61330	4997	18239	38094	0.08	0.30	0.62
02_input_files/coarWASm-3525-22_S478_L001_R1_001	20662	1911	5143	13608	0.09	0.25	0.66
02_input_files/coarWASm-3526-22_S479_L001_R1_001	55439	4707	16144	34588	0.08	0.29	0.62
02_input_files/coarWASm-3527-22_S480_L001_R1_001	55933	4993	17644	33296	0.09	0.32	0.60
02_input_files/coarWASm-3528-22_S1_L001_R1_001	113924	19229	57073	37622	0.17	0.50	0.33
02_input_files/coarWASm-3529-22_S2_L001_R1_001	66936	7347	24071	35518	0.11	0.36	0.53
02_input_files/coarWASm-3530-22_S3_L001_R1_001	53748	6385	19535	27828	0.12	0.36	0.52
02_input_files/coarWASm-3531-22_S4_L001_R1_001	48546	5078	15805	27663	0.10	0.33	0.57
02_input_files/coarWASm-3532-22_S5_L001_R1_001	48711	5442	15736	27533	0.11	0.32	0.57
02_input_files/coarWASm-3533-22_S6_L001_R1_001	47224	6368	18119	22737	0.13	0.38	0.48
02_input_files/coarWASm-3551-22_S7_L001_R1_001	50388	7949	20482	21957	0.16	0.41	0.44
02_input_files/coarWASm-3626-22_S8_L001_R1_001	46558	5987	17841	22730	0.13	0.38	0.49
02_input_files/coarWASm-3627-22_S9_L001_R1_001	42798	4767	14665	23366	0.11	0.34	0.55
02_input_files/coarWASm-3628-22_S10_L001_R1_001	11	1	2	8	0.09	0.18	0.73
02_input_files/coarWASm-3629-22_S11_L001_R1_001	60251	6042	20796	33413	0.10	0.35	0.55
02_input_files/coarWASm-3630-22_S12_L001_R1_001	113957	15649	63715	34593	0.14	0.56	0.30
02_input_files/coarWASm-3631-22_S13_L001_R1_001	52991	6331	18883	27777	0.12	0.36	0.52
02_input_files/coarWASm-3632-22_S14_L001_R1_001	22000	3057	7731	11212	0.14	0.35	0.51
02_input_files/coarWASm-3633-22_S15_L001_R1_001	29026	4033	10171	14822	0.14	0.35	0.51
02_input_files/coarWASm-3634-22_S16_L001_R1_001	23487	3162	8201	12124	0.13	0.35	0.52
02_input_files/coarWASm-3635-22_S17_L001_R1_001	20246	2062	5842	12342	0.10	0.29	0.61
02_input_files/coarWASm-3636-22_S18_L001_R1_001	19909	2348	5556	12005	0.12	0.28	0.60
02_input_files/coarWASm-3637-22_S19_L001_R1_001	23624	2652	7002	13970	0.11	0.30	0.59
02_input_files/coarWASm-3638-22_S20_L001_R1_001	24625	3180	8768	12677	0.13	0.36	0.51
02_input_files/coarWASm-3639-22_S21_L001_R1_001	23368	2787	6943	13638	0.12	0.30	0.58
02_input_files/coarWASm-3640-22_S22_L001_R1_001	24277	2869	6265	15143	0.12	0.26	0.62
02_input_files/coarWASm-3701-22_S23_L001_R1_001	19246	2334	5486	11426	0.12	0.29	0.59
02_input_files/coarWASm-3702-22_S24_L001_R1_001	36780	3990	11982	20808	0.11	0.33	0.57
02_input_files/coarWASm-3703-22_S25_L001_R1_001	35574	4528	14539	16507	0.13	0.41	0.46
02_input_files/coarWASm-3704-22_S26_L001_R1_001	22348	3064	7923	11361	0.14	0.35	0.51
02_input_files/coarWASm-3705-22_S27_L001_R1_001	20314	2936	7610	9768	0.14	0.37	0.48
02_input_files/coarWASm-3706-22_S28_L001_R1_001	18869	2753	6803	9313	0.15	0.36	0.49
02_input_files/coarWASm-3707-22_S29_L001_R1_001	19153	2416	6383	10354	0.13	0.33	0.54
02_input_files/coarWASm-3708-22_S30_L001_R1_001	18799	2437	6047	10315	0.13	0.32	0.55
02_input_files/coarWASm-3709-22_S31_L001_R1_001	24170	3673	8886	11611	0.15	0.37	0.48
02_input_files/coarWASm-3710-22_S32_L001_R1_001	15702	2057	5151	8494	0.13	0.33	0.54
02_input_files/coarWASm-3711-22_S33_L001_R1_001	15507	2084	5169	8254	0.13	0.33	0.53
02_input_files/coarWASm-3712-22_S34_L001_R1_001	16159	1993	4674	9492	0.12	0.29	0.59
02_input_files/coarWASm-3713-22_S35_L001_R1_001	16842	2200	5157	9485	0.13	0.31	0.56
02_input_files/coarWASm-3714-22_S36_L001_R1_001	28173	3225	9076	15872	0.11	0.32	0.56
02_input_files/coarWASm-3715-22_S37_L001_R1_001	32250	4143	12000	16107	0.13	0.37	0.50
02_input_files/coarWASm-3716-22_S38_L001_R1_001	22569	3095	8164	11310	0.14	0.36	0.50
02_input_files/coarWASm-3717-22_S39_L001_R1_001	21395	2933	7445	11017	0.14	0.35	0.51
02_input_files/coarWASm-3718-22_S40_L001_R1_001	21448	3061	7769	10618	0.14	0.36	0.50
02_input_files/coarWASm-3719-22_S41_L001_R1_001	16400	2064	5509	8827	0.13	0.34	0.54
02_input_files/coarWASm-3720-22_S42_L001_R1_001	15130	2012	4899	8219	0.13	0.32	0.54
02_input_files/coarWASm-3722-22_S43_L001_R1_001	19479	2801	7126	9552	0.14	0.37	0.49
02_input_files/coarWASm-3723-22_S44_L001_R1_001	19014	2355	5997	10662	0.12	0.32	0.56
02_input_files/coarWASm-3724-22_S45_L001_R1_001	16118	2076	4990	9052	0.13	0.31	0.56
02_input_files/coarWASm-3725-22_S46_L001_R1_001	18132	2152	5318	10662	0.12	0.29	0.59
02_input_files/coarWASm-3817-22_S47_L001_R1_001	16587	1941	3816	10830	0.12	0.23	0.65
02_input_files/coarWASm-3818-22_S48_L001_R1_001	27454	3297	8134	16023	0.12	0.30	0.58
02_input_files/coarWASm-3819-22_S49_L001_R1_001	29902	3692	9992	16218	0.12	0.33	0.54
02_input_files/coarWASm-3820-22_S50_L001_R1_001	18337	2624	6032	9681	0.14	0.33	0.53
02_input_files/coarWASm-3821-22_S51_L001_R1_001	22013	2965	6767	12281	0.13	0.31	0.56
02_input_files/coarWASm-3822-22_S52_L001_R1_001	20767	2742	6351	11674	0.13	0.31	0.56
02_input_files/coarWASm-3823-22_S53_L001_R1_001	19605	2607	5704	11294	0.13	0.29	0.58
02_input_files/coarWASm-3824-22_S54_L001_R1_001	18945	2552	6025	10368	0.13	0.32	0.55
02_input_files/coarWASm-3825-22_S55_L001_R1_001	20423	3200	7053	10170	0.16	0.35	0.50
02_input_files/coarWASm-3826-22_S56_L001_R1_001	7394	852	2246	4296	0.12	0.30	0.58
02_input_files/coarWASm-3827-22_S57_L001_R1_001	18465	2138	5069	11258	0.12	0.27	0.61
02_input_files/coarWASm-3828-22_S58_L001_R1_001	19147	2165	5597	11385	0.11	0.29	0.59
02_input_files/coarWASm-3829-22_S59_L001_R1_001	17418	2110	4583	10725	0.12	0.26	0.62
02_input_files/coarWASm-3830-22_S60_L001_R1_001	27313	2882	8327	16104	0.11	0.30	0.59
02_input_files/coarWASm-3831-22_S61_L001_R1_001	27014	3405	9352	14257	0.13	0.35	0.53
02_input_files/coarWASm-3832-22_S62_L001_R1_001	19390	2478	6234	10678	0.13	0.32	0.55
02_input_files/coarWASm-3833-22_S63_L001_R1_001	19978	2402	6162	11414	0.12	0.31	0.57
02_input_files/coarWASm-3834-22_S64_L001_R1_001	20950	2457	5851	12642	0.12	0.28	0.60
02_input_files/coarWASm-3835-22_S65_L001_R1_001	19352	2357	6116	10879	0.12	0.32	0.56
02_input_files/coarWASm-3836-22_S66_L001_R1_001	20429	2941	7738	9750	0.14	0.38	0.48
02_input_files/coarWASm-3838-22_S67_L001_R1_001	17371	2510	6104	8757	0.14	0.35	0.50
02_input_files/coarWASm-3839-22_S68_L001_R1_001	18534	2225	5755	10554	0.12	0.31	0.57
02_input_files/coarWASm-3840-22_S69_L001_R1_001	15736	1529	3113	11094	0.10	0.20	0.71
02_input_files/coarWASm-3841-22_S70_L001_R1_001	18177	2403	5310	10464	0.13	0.29	0.58
02_input_files/coarWASm-3842-22_S71_L001_R1_001	17287	2191	5353	9743	0.13	0.31	0.56
02_input_files/coarWASm-3843-22_S72_L001_R1_001	32024	3487	10614	17923	0.11	0.33	0.56
